Interval,WinningChance,DrawingChance,LosingChance,TotalGames
"(-∞, -20.05]",1.7141863699582753,0.9805285118219751,97.30528511821976,595.0
"(-20.05, -19.95]",1.7141863699582753,0.9805285118219751,97.30528511821976,28760.0
"(-19.95, -19.85]",1.7514575258345895,0.9802997160354268,97.26824275812999,0.0
"(-19.85, -19.75]",1.7887286817109023,0.9800709202488784,97.23120039804023,2.0
"(-19.75, -19.65]",1.8259998375872166,0.97984212446233,97.19415803795046,2.0
"(-19.65, -19.55]",1.8632709934635308,0.9796133286757817,97.15711567786069,2.0
"(-19.55, -19.45]",1.9005421493398436,0.9793845328892333,97.12007331777093,1.0
"(-19.45, -19.35]",1.9378133052161577,0.979155737102685,97.08303095768116,3.0
"(-19.35, -19.25]",1.9750844610924707,0.9789269413161366,97.0459885975914,1.0
"(-19.25, -19.15]",2.012355616968785,0.9786981455295882,97.00894623750163,2.0
"(-19.15, -19.05]",2.049626772845099,0.9784693497430399,96.97190387741186,1.0
"(-19.05, -18.95]",2.0868979287214118,0.9782405539564916,96.9348615173221,2.0
"(-18.95, -18.85]",2.124169084597726,0.9780117581699431,96.89781915723233,0.0
"(-18.85, -18.75]",2.1614402404740387,0.9777829623833948,96.86077679714258,1.0
"(-18.75, -18.65]",2.198711396350353,0.9775541665968465,96.8237344370528,2.0
"(-18.65, -18.55]",2.235982552226667,0.9773253708102981,96.78669207696304,0.0
"(-18.55, -18.45]",2.27325370810298,0.9770965750237498,96.74964971687328,2.0
"(-18.45, -18.35]",2.3105248639792944,0.9768677792372014,96.71260735678351,3.0
"(-18.35, -18.25]",2.347796019855607,0.976638983450653,96.67556499669375,0.0
"(-18.25, -18.15]",2.3850671757319213,0.9764101876641047,96.63852263660398,1.0
"(-18.15, -18.05]",2.4223383316082354,0.9761813918775564,96.60148027651421,1.0
"(-18.05, -17.95]",2.459609487484548,0.9759525960910079,96.56443791642445,1.0
"(-17.95, -17.85]",2.4968806433608624,0.9757238003044596,96.52739555633468,2.0
"(-17.85, -17.75]",2.5341517992371756,0.9754950045179113,96.49035319624493,5.0
"(-17.75, -17.65]",2.5714229551134897,0.9752662087313629,96.45331083615515,2.0
"(-17.65, -17.55]",2.608694110989804,0.9750374129448145,96.41626847606538,2.0
"(-17.55, -17.45]",2.6459652668661167,0.9748086171582662,96.37922611597563,2.0
"(-17.45, -17.35]",2.683236422742431,0.9745798213717178,96.34218375588586,0.0
"(-17.35, -17.25]",2.7205075786187436,0.9743510255851695,96.30514139579608,8.0
"(-17.25, -17.15]",2.7577787344950577,0.9741222297986212,96.26809903570633,4.0
"(-17.15, -17.05]",2.795049890371372,0.9738934340120727,96.23105667561656,2.0
"(-17.05, -16.95]",2.832321046247685,0.9736646382255244,96.1940143155268,6.0
"(-16.95, -16.85]",2.8695922021239992,0.9734358424389761,96.15697195543703,4.0
"(-16.85, -16.75]",2.9068633580003116,0.9732070466524277,96.11992959534726,1.0
"(-16.75, -16.65]",2.9441345138766257,0.9729782508658793,96.0828872352575,4.0
"(-16.65, -16.55]",2.9814056697529403,0.972749455079331,96.04584487516773,13.0
"(-16.55, -16.45]",3.018676825629253,0.9725206592927826,96.00880251507797,4.0
"(-16.45, -16.35]",3.0559479815055672,0.9722918635062343,95.9717601549882,7.0
"(-16.35, -16.25]",3.09321913738188,0.972063067719686,95.93471779489843,4.0
"(-16.25, -16.15]",3.1304902932581946,0.9718342719331375,95.89767543480868,1.0
"(-16.15, -16.05]",3.1677614491345087,0.9716054761465892,95.8606330747189,3.0
"(-16.05, -15.95]",3.205032605010821,0.9713766803600409,95.82359071462913,6.0
"(-15.95, -15.85]",3.2423037608871352,0.9711478845734925,95.78654835453938,8.0
"(-15.85, -15.75]",3.279574916763449,0.9709190887869441,95.7495059944496,7.0
"(-15.75, -15.65]",3.3168460726397626,0.9706902930003958,95.71246363435985,5.0
"(-15.65, -15.55]",3.354117228516076,0.9704614972138474,95.67542127427008,9.0
"(-15.55, -15.45]",3.3913883843923895,0.9702327014272991,95.63837891418031,6.0
"(-15.45, -15.35]",3.4286595402687037,0.9700039056407507,95.60133655409055,9.0
"(-15.35, -15.25]",3.4659306961450174,0.9697751098542023,95.56429419400078,9.0
"(-15.25, -15.15]",3.5032018520213306,0.969546314067654,95.52725183391101,8.0
"(-15.15, -15.05]",3.5404730078976443,0.9693175182811057,95.49020947382125,13.0
"(-15.05, -14.95]",3.577744163773958,0.9690887224945574,95.45316711373148,12.0
"(-14.95, -14.85]",3.615015319650272,0.9688599267080089,95.41612475364172,14.0
"(-14.85, -14.75]",3.6522864755265854,0.9686311309214606,95.37908239355195,12.0
"(-14.75, -14.65]",3.689557631402899,0.9684023351349123,95.34204003346218,4.0
"(-14.65, -14.55]",3.7268287872792127,0.9681735393483639,95.30499767337243,9.0
"(-14.55, -14.45]",3.764099943155526,0.9679447435618155,95.26795531328266,17.0
"(-14.45, -14.35]",3.80137109903184,0.9677159477752671,95.2309129531929,10.0
"(-14.35, -14.25]",3.838642254908154,0.9674871519887188,95.19387059310313,20.0
"(-14.25, -14.15]",3.8759134107844675,0.9672583562021705,95.15682823301336,21.0
"(-14.15, -14.05]",3.9131845666607807,0.967029560415622,95.1197858729236,18.0
"(-14.05, -13.95]",3.9504557225370944,0.9668007646290737,95.08274351283383,19.0
"(-13.95, -13.85]",3.9877268784134086,0.9665719688425254,95.04570115274407,28.0
"(-13.85, -13.75]",4.024998034289721,0.9663431730559771,95.0086587926543,26.0
"(-13.75, -13.65]",4.0622691901660355,0.9661143772694287,94.97161643256453,29.0
"(-13.65, -13.55]",4.09954034604235,0.9658855814828803,94.93457407247477,25.0
"(-13.55, -13.45]",4.136811501918663,0.965656785696332,94.897531712385,26.0
"(-13.45, -13.35]",4.174082657794976,0.9654279899097836,94.86048935229523,35.0
"(-13.35, -13.25]",4.21135381367129,0.9651991941232353,94.82344699220548,36.0
"(-13.25, -13.15]",4.248624969547604,0.9649703983366869,94.7864046321157,44.0
"(-13.15, -13.05]",4.285896125423918,0.9647416025501385,94.74936227202595,44.0
"(-13.05, -12.95]",4.323167281300231,0.9645128067635902,94.71231991193618,45.0
"(-12.95, -12.85]",4.360438437176545,0.9642840109770419,94.6752775518464,58.0
"(-12.85, -12.75]",4.397709593052859,0.9640552151904935,94.63823519175665,46.0
"(-12.75, -12.65]",4.434980748929172,0.9638264194039451,94.60119283166688,36.0
"(-12.65, -12.55]",4.472251904805486,0.9635976236173968,94.56415047157712,66.0
"(-12.55, -12.45]",4.509523060681799,0.9633688278308484,94.52710811148735,70.0
"(-12.45, -12.35]",4.546794216558114,0.9631400320443001,94.49006575139758,60.0
"(-12.35, -12.25]",4.584065372434427,0.9629112362577517,94.45302339130782,70.0
"(-12.25, -12.15]",4.62133652831074,0.9626824404712033,94.41598103121805,79.0
"(-12.15, -12.05]",4.658607684187054,0.962453644684655,94.37893867112828,85.0
"(-12.05, -11.95]",4.695878840063367,0.9622248488981067,94.34189631103852,98.0
"(-11.95, -11.85]",4.733149995939682,0.9619960531115582,94.30485395094875,92.0
"(-11.85, -11.75]",4.770421151815995,0.9617672573250099,94.267811590859,98.0
"(-11.75, -11.65]",4.807692307692308,0.9615384615384616,94.23076923076923,104.0
"(-11.65, -11.55]",2.380952380952381,1.5873015873015872,96.03174603174604,126.0
"(-11.55, -11.45]",1.5625,1.5625,96.875,128.0
"(-11.45, -11.35]",1.3157894736842104,1.3157894736842104,97.36842105263158,152.0
"(-11.35, -11.25]",1.4388489208633095,0.0,98.56115107913669,139.0
"(-11.25, -11.15]",0.6711409395973155,1.342281879194631,97.98657718120806,149.0
"(-11.15, -11.05]",0.6578947368421052,0.6578947368421052,98.68421052631578,152.0
"(-11.05, -10.95]",2.6881720430107525,1.0752688172043012,96.23655913978494,186.0
"(-10.95, -10.85]",3.0456852791878175,1.5228426395939088,95.43147208121827,197.0
"(-10.85, -10.75]",1.3636363636363635,0.45454545454545453,98.18181818181819,220.0
"(-10.75, -10.65]",3.3175355450236967,1.4218009478672986,95.260663507109,211.0
"(-10.65, -10.55]",1.2295081967213115,0.819672131147541,97.95081967213115,244.0
"(-10.55, -10.45]",2.491103202846975,1.7793594306049825,95.72953736654804,281.0
"(-10.45, -10.35]",2.6415094339622645,1.8867924528301887,95.47169811320755,265.0
"(-10.35, -10.25]",1.0344827586206897,0.6896551724137931,98.27586206896551,290.0
"(-10.25, -10.15]",1.7543859649122806,1.7543859649122806,96.49122807017544,285.0
"(-10.15, -10.05]",1.5432098765432098,0.9259259259259258,97.53086419753086,324.0
"(-10.05, -9.95]",1.1267605633802817,1.6901408450704223,97.1830985915493,355.0
"(-9.95, -9.85]",0.702576112412178,1.873536299765808,97.42388758782201,427.0
"(-9.85, -9.75]",1.263157894736842,0.42105263157894735,98.3157894736842,475.0
"(-9.75, -9.65]",2.092050209205021,0.6276150627615062,97.28033472803347,478.0
"(-9.65, -9.55]",1.0810810810810811,1.4414414414414414,97.47747747747748,555.0
"(-9.55, -9.45]",2.04778156996587,1.3651877133105803,96.58703071672356,586.0
"(-9.45, -9.35]",1.3043478260869565,1.4492753623188406,97.2463768115942,690.0
"(-9.35, -9.25]",1.9255455712451863,1.1553273427471118,96.9191270860077,779.0
"(-9.25, -9.15]",1.8963337547408345,1.7699115044247788,96.3337547408344,791.0
"(-9.15, -9.05]",1.7751479289940828,1.4201183431952662,96.80473372781066,845.0
"(-9.05, -8.95]",1.4014014014014013,0.6006006006006006,97.997997997998,999.0
"(-8.95, -8.85]",2.521823472356935,1.2609117361784674,96.2172647914646,1031.0
"(-8.85, -8.75]",1.895306859205776,1.263537906137184,96.84115523465704,1108.0
"(-8.75, -8.65]",1.627339300244101,1.4646053702196908,96.90805532953621,1229.0
"(-8.65, -8.55]",2.3556231003039514,1.2917933130699089,96.35258358662614,1316.0
"(-8.55, -8.45]",1.7972681524083391,1.00647016534867,97.19626168224299,1391.0
"(-8.45, -8.35]",1.8241042345276872,1.6938110749185669,96.48208469055375,1535.0
"(-8.35, -8.25]",1.6801853997682505,1.100811123986095,97.21900347624566,1726.0
"(-8.25, -8.15]",1.5,1.1111111111111112,97.38888888888889,1800.0
"(-8.15, -8.05]",2.211166390270868,1.4372581536760642,96.35157545605307,1809.0
"(-8.05, -7.95]",2.221149203283438,1.2071463061323033,96.57170449058425,2071.0
"(-7.95, -7.85]",1.6453382084095063,1.2797074954296161,97.07495429616088,2188.0
"(-7.85, -7.75]",1.5473032714412025,1.8125552608311228,96.64014146772767,2262.0
"(-7.75, -7.65]",2.4696525742988698,1.2138970280452073,96.31645039765593,2389.0
"(-7.65, -7.55]",1.6633663366336635,1.306930693069307,97.02970297029702,2525.0
"(-7.55, -7.45]",2.201027146001467,1.467351430667645,96.33162142333089,2726.0
"(-7.45, -7.35]",1.650943396226415,1.3814016172506738,96.96765498652292,2968.0
"(-7.35, -7.25]",2.3474178403755865,1.374916163648558,96.27766599597585,2982.0
"(-7.25, -7.15]",2.051282051282051,1.689291101055807,96.25942684766214,3315.0
"(-7.15, -7.05]",2.1796759941089836,2.0029455081001473,95.81737849779087,3395.0
"(-7.05, -6.95]",2.3796646836127637,1.59545700378583,96.0248783126014,3698.0
"(-6.95, -6.85]",2.1071800208116547,1.5088449531737773,96.38397502601457,3844.0
"(-6.85, -6.75]",2.54618072890664,1.672491263105342,95.78132800798802,4006.0
"(-6.75, -6.65]",2.717015887635275,1.381533502187428,95.90145061017729,4343.0
"(-6.65, -6.55]",2.3450946643717727,1.4414802065404475,96.21342512908778,4648.0
"(-6.55, -6.45]",2.42776886035313,1.1837881219903692,96.3884430176565,4984.0
"(-6.45, -6.35]",2.252934494509655,1.4009844755774328,96.34608102991291,5282.0
"(-6.35, -6.25]",2.5676613462873004,1.7522553782095767,95.68008327550312,5764.0
"(-6.25, -6.15]",2.53539677313138,1.5805070793546265,95.884096147514,6074.0
"(-6.15, -6.05]",2.6165765239000147,1.4471568484139747,95.93626662768601,6841.0
"(-6.05, -5.95]",2.564821303433777,1.6398037841625788,95.79537491240364,7135.0
"(-5.95, -5.85]",2.5791624106230846,1.723697650663943,95.69713993871297,7832.0
"(-5.85, -5.75]",2.8751336580729476,1.8652726624688132,95.25959367945825,8417.0
"(-5.75, -5.65]",2.779872858528176,1.853248572352117,95.3668785691197,9281.0
"(-5.65, -5.55]",3.0114965917183842,2.2586224437887883,94.72988096449284,9829.0
"(-5.55, -5.45]",3.3010439198720967,1.9749835418038184,94.72397253832409,10633.0
"(-5.45, -5.35]",3.4752084247476964,2.053532250987275,94.47125932426503,11395.0
"(-5.35, -5.25]",3.71063829787234,2.6212765957446806,93.66808510638297,11750.0
