Interval,WinningChance,DrawingChance,LosingChance,TotalGames
"(-∞, -20.05]",1.2190974493132767,1.5175184527702512,97.26338409791647,33914.0
"(-20.05, -19.95]",1.2190974493132767,1.5175184527702512,97.26338409791647,535150.0
"(-19.95, -19.85]",1.2112202715161857,1.555023316383824,97.23375641209999,10.0
"(-19.85, -19.75]",1.203343093719095,1.5925281799973956,97.20412872628351,15.0
"(-19.75, -19.65]",1.1954659159220038,1.6300330436109685,97.17450104046702,21.0
"(-19.65, -19.55]",1.1875887381249128,1.6675379072245413,97.14487335465054,19.0
"(-19.55, -19.45]",1.179711560327822,1.7050427708381128,97.11524566883406,16.0
"(-19.45, -19.35]",1.1718343825307311,1.742547634451686,97.08561798301758,21.0
"(-19.35, -19.25]",1.1639572047336402,1.7800524980652574,97.0559902972011,21.0
"(-19.25, -19.15]",1.1560800269365492,1.8175573616788303,97.02636261138463,7.0
"(-19.15, -19.05]",1.1482028491394582,1.8550622252924032,96.99673492556813,24.0
"(-19.05, -18.95]",1.1403256713423675,1.8925670889059747,96.96710723975166,20.0
"(-18.95, -18.85]",1.1324484935452763,1.9300719525195476,96.93747955393518,22.0
"(-18.85, -18.75]",1.1245713157481856,1.967576816133119,96.9078518681187,17.0
"(-18.75, -18.65]",1.1166941379510946,2.005081679746692,96.87822418230222,24.0
"(-18.65, -18.55]",1.1088169601540037,2.042586543360265,96.84859649648574,22.0
"(-18.55, -18.45]",1.100939782356913,2.0800914069738363,96.81896881066925,27.0
"(-18.45, -18.35]",1.0930626045598217,2.117596270587409,96.78934112485277,22.0
"(-18.35, -18.25]",1.085185426762731,2.1551011342009807,96.75971343903629,14.0
"(-18.25, -18.15]",1.07730824896564,2.1926059978145536,96.73008575321981,24.0
"(-18.15, -18.05]",1.069431071168549,2.2301108614281264,96.70045806740333,42.0
"(-18.05, -17.95]",1.0615538933714581,2.267615725041698,96.67083038158685,29.0
"(-17.95, -17.85]",1.0536767155743672,2.305120588655271,96.64120269577036,34.0
"(-17.85, -17.75]",1.0457995377772764,2.3426254522688423,96.61157500995388,29.0
"(-17.75, -17.65]",1.0379223599801854,2.380130315882415,96.5819473241374,31.0
"(-17.65, -17.55]",1.0300451821830943,2.4176351794959885,96.55231963832092,45.0
"(-17.55, -17.45]",1.0221680043860035,2.4551400431095596,96.52269195250445,51.0
"(-17.45, -17.35]",1.0142908265889126,2.4926449067231324,96.49306426668797,64.0
"(-17.35, -17.25]",1.0064136487918218,2.5301497703367044,96.46343658087147,55.0
"(-17.25, -17.15]",0.9985364709947308,2.5676546339502773,96.433808895055,49.0
"(-17.15, -17.05]",0.9906592931976397,2.60515949756385,96.40418120923852,56.0
"(-17.05, -16.95]",0.9827821154005489,2.642664361177421,96.37455352342204,64.0
"(-16.95, -16.85]",0.974904937603458,2.680169224790994,96.34492583760556,84.0
"(-16.85, -16.75]",0.9670277598063672,2.717674088404566,96.31529815178908,89.0
"(-16.75, -16.65]",0.959150582009276,2.755178952018139,96.28567046597259,83.0
"(-16.65, -16.55]",0.9512734042121851,2.7926838156317118,96.25604278015611,99.0
"(-16.55, -16.45]",0.9433962264150944,2.8301886792452833,96.22641509433963,106.0
"(-16.45, -16.35]",0.0,0.8695652173913043,99.1304347826087,115.0
"(-16.35, -16.25]",0.0,1.8018018018018018,98.1981981981982,111.0
"(-16.25, -16.15]",0.0,3.8834951456310676,96.11650485436894,103.0
"(-16.15, -16.05]",2.158273381294964,2.877697841726619,94.96402877697841,139.0
"(-16.05, -15.95]",0.0,1.910828025477707,98.08917197452229,157.0
"(-15.95, -15.85]",1.1111111111111112,1.1111111111111112,97.77777777777777,180.0
"(-15.85, -15.75]",2.1621621621621623,2.1621621621621623,95.67567567567568,185.0
"(-15.75, -15.65]",1.6853932584269662,2.247191011235955,96.06741573033707,178.0
"(-15.65, -15.55]",0.4608294930875576,1.8433179723502304,97.6958525345622,217.0
"(-15.55, -15.45]",0.36900369003690037,2.214022140221402,97.41697416974169,271.0
"(-15.45, -15.35]",0.0,1.0169491525423728,98.98305084745763,295.0
"(-15.35, -15.25]",0.2849002849002849,3.133903133903134,96.58119658119658,351.0
"(-15.25, -15.15]",0.5847953216374269,4.093567251461988,95.32163742690058,342.0
"(-15.15, -15.05]",0.5434782608695652,2.989130434782609,96.46739130434783,368.0
"(-15.05, -14.95]",0.228310502283105,2.5114155251141552,97.26027397260275,438.0
"(-14.95, -14.85]",1.1235955056179776,1.7977528089887642,97.07865168539325,445.0
"(-14.85, -14.75]",0.6211180124223602,3.9337474120082816,95.44513457556936,483.0
"(-14.75, -14.65]",0.5649717514124294,2.0715630885122414,97.36346516007532,531.0
"(-14.65, -14.55]",0.37174721189591076,2.2304832713754648,97.39776951672863,538.0
"(-14.55, -14.45]",0.5873715124816447,1.762114537444934,97.65051395007343,681.0
"(-14.45, -14.35]",0.64,2.56,96.8,625.0
"(-14.35, -14.25]",0.7587253414264037,1.062215477996965,98.17905918057663,659.0
