Name,Federation,FideID,B_Year,Gender,Title
"Barahona, Miguel ",Argentina,121819, ,Male,None
"Martinez, Daniel ",Argentina,122025,1984,Male,None
"Novoa, Fernando ",Argentina,122041,1997,Male,None
"Pandini, Agustin ",Argentina,122050,1989,Male,None
"Rodriguez, Federico ",Argentina,122084,1984,Male,None
"Saralegui, Adolfo Enrique ",Argentina,122106, ,Male,None
"Tohme, Jose Luis ",Argentina,122122, ,Male,None
"Allo, Esteban ",Argentina,122165, ,Male,None
"Desanzo, Juan Carlos ",Argentina,122173,1938,Male,None
"Beroiz, Julian ",Argentina,122262,1995,Male,None
"Brizzi, Victor Emmanuel ",Argentina,122270,1995,Male,None
"Dubrovich, Igor ",Argentina,122335,1994,Male,None
"Volpe, Leonel ",Argentina,122491,1991,Male,None
"Saitta, Jorge ",Argentina,122530, ,Male,None
"Coronel, Nestor ",Argentina,122572, ,Male,None
"Maldonado, Gonzalo ",Argentina,122645,1985,Male,None
"Alvarez, Maximiiano ",Argentina,122785,1985,Male,None
"Ezcurra, Mariano ",Argentina,122980,2000,Male,None
"Hernandez Amura, Luis Eduardo ",Argentina,123013,2000,Male,None
"Pernas, Agustin Baltazar ",Argentina,123048,2000,Male,None
"Amato, Leonel ",Argentina,123129,1998,Male,None
"Villegas, Franco ",Argentina,123153,1998,Male,International Master
"Besso, Guadalupe ",Argentina,123161,1998,Female,Woman Intl. Master
"Aguirre, Ayrton ",Argentina,123200,1997,Male,None
"Mendez, Nicolas ",Argentina,123234,1997,Male,None
"Santoro, Osmar Daniel ",Argentina,123480,1970,Male,None
"Palmiotto, Marco Ivan ",Argentina,123510, ,Male,None
"Tokatlian, Gabriel ",Argentina,123528, ,Male,None
"Vaquero, Diego Javier ",Argentina,123536, ,Male,None
"Morales, Marcos ",Argentina,123706,1984,Male,None
"Lazarte, Matias ",Argentina,123730, ,Male,None
"Paternoste, Martin ",Argentina,123790,1988,Male,None
"Lingiardi, Oscar ",Argentina,123820,1964,Male,None
"Medina, Exequiel Alexis ",Argentina,123943,1997,Male,None
"Alvarez, Hernan ",Argentina,123994, ,Male,None
"Quinzio, Martin ",Argentina,124087,1982,Male,None
"Burgin, Dario ",Argentina,124125,1964,Male,None
"De Cara, Juan Antonio ",Argentina,124141, ,Male,None
"Scarpino, Agustin ",Argentina,124273,1993,Male,None
"Acosta, Pablo Ismael ",Argentina,124311,1999,Male,International Master
"Pazos, David ",Argentina,124443,1991,Male,None
"Ruiz, Carlos ",Argentina,124613, ,Male,None
"Martinez, Mariano ",Argentina,124796, ,Male,None
"Leguiza, Gustavo ",Argentina,124834,1978,Male,None
"Cornejo, Diego ",Argentina,124966,1991,Male,None
"Martinez, Luciana ",Argentina,125083,1992,Female,None
"Salas, Jesus ",Argentina,125105,1993,Male,None
"Sotelo, Noe ",Argentina,125512,1997,Male,None
"Remolcoy, Luciano ",Argentina,125580,1992,Male,None
"Villarreal, Agustin ",Argentina,125687,2004,Male,FIDE Master
"Amadeo, Pablo ",Argentina,125709,1996,Male,None
"Rodriguez, Leandro ",Argentina,125857,1995,Male,None
"Albistur, Damian ",Argentina,125881,1998,Male,None
"March, Diego ",Argentina,126055,1998,Male,None
"Sardi, Mariano ",Argentina,126365, ,Male,None
"Sasson, Maximiliano ",Argentina,126373,1999,Male,None
"Zalimben, Maria Luz ",Argentina,126411,1997,Female,None
"Gomez, Roberto Carlos ",Argentina,126543,1972,Male,None
"Robba, Osmar ",Argentina,126624, ,Male,None
"Szechenyi, Agustin ",Argentina,126640, ,Male,None
"Echeguren, Martin ",Argentina,126888,1995,Male,None
"Enciso, Franco ",Argentina,126900, ,Male,None
"Flores, Anibal De Jesus ",Argentina,126934, ,Male,None
"Languidey, Simon Alejandro ",Argentina,127000,1992,Male,International Master
"Lozano, Betania ",Argentina,127035,1995,Female,Woman Candidate Master
"Picollo, Pablo ",Argentina,127191,1958,Male,None
"Pradines, Ernesto ",Argentina,127205,1969,Male,None
"Rojas, Ariel Carlos ",Argentina,127299, ,Male,None
"Ryhr, Silvio ",Argentina,127345, ,Male,None
"Siccardi, Pablo Daniel ",Argentina,127370,1963,Male,None
"Romano, Florencia ",Argentina,127604,1970,Female,None
"Cardozo, Lucas ",Argentina,127655, ,Male,None
"Cerrato, Fernando ",Argentina,127663,1984,Male,None
"Morelli, Nicolas ",Argentina,127671,1985,Male,None
"Bittel, Raul ",Argentina,127779, ,Male,None
"Campos, Matias ",Argentina,128007,1996,Male,None
"Porta Campos, Nicolas ",Argentina,128287,2000,Male,None
"Viera, Matias Nahuel ",Argentina,128295,1999,Male,None
"Encina, Guadalupe ",Argentina,128309,2000,Female,None
"Martin, Nicolas ",Argentina,128317,1998,Male,None
"Brizzi, Milagros Tatiana ",Argentina,128350,1996,Female,Woman Intl. Master
"Munoz, Francisco Javier ",Argentina,128368,1999,Male,FIDE Master
"Belmonte, Diego Jose ",Argentina,128376, ,Male,None
"Malamud, Lautaro ",Argentina,128643,1999,Male,None
"Zanzo, Juan Carlos ",Argentina,128880, ,Male,None
"Diaz, Jorge ",Argentina,128910,1990,Male,None
"Bauza Mercere, Eduardo ",Argentina,128961,1952,Male,None
"Castro, Pablo ",Argentina,129038,1977,Male,None
"Lingua, Alejo ",Argentina,129097,1979,Male,None
"Machaca, Arturo ",Argentina,129291, ,Male,None
"Cantero, Carlos Ramon ",Argentina,129500,1990,Male,None
"Padilla, Luis Eduardo ",Argentina,129585, ,Male,None
"Salvador, Daniel ",Argentina,129607, ,Male,None
"Berardo, Tomas ",Argentina,129763,2001,Male,None
"Beron, Ricardo ",Argentina,129852,1942,Male,None
"Malvicino, Juan Carlos ",Argentina,129950,1957,Male,None
"Paolini, Claudio ",Argentina,129984, ,Male,None
"Curotto, Nicolas ",Argentina,130133,1998,Male,None
"Acosta, Franco Emanuel ",Argentina,130265,1996,Male,None
"Bianchi, Augusto ",Argentina,130281,1996,Male,None
"Flores, Fernando ",Argentina,130320,1996,Male,None
"Duarte, Gonzalo ",Argentina,130397,1994,Male,None
"Mino, Enzo ",Argentina,130419, ,Male,None
"Culzoni, Joaquin ",Argentina,130770, ,Male,None
"Fontanini, Jorge ",Argentina,130788,1983,Male,None
"Raviolo, Ignacio ",Argentina,130800, ,Male,None
"Espindola, Juan Carlos ",Argentina,130915,1950,Male,None
"Ferreyra, Damian ",Argentina,130931,1982,Male,None
"Miranda, Rafael ",Argentina,130990,1992,Male,FIDE Master
"Brea, Emanuel ",Argentina,131067,1996,Male,None
"Samudio, Gonzalo ",Argentina,131245, ,Male,None
"Nardi, Hector ",Argentina,131318,1959,Male,None
"Suarez, Luis Armando ",Argentina,131334, ,Male,None
"Jesse, Jose ",Argentina,131504,1991,Male,None
"Nisental, Enrique ",Argentina,131520, ,Male,None
"Fiorenza, Brandon ",Argentina,131644,1999,Male,None
"Mansilla, Martin ",Argentina,131865,1983,Male,None
"Jalil, Luis ",Argentina,131873,1971,Male,None
"Falcon, Benjamin ",Argentina,132101,2002,Male,FIDE Master
"Maggiori, Luciano ",Argentina,132136,2000,Male,None
"Munoz, Clara Belen ",Argentina,132144,2002,Female,None
"Garcia, Cristian Javier ",Argentina,132276,1988,Male,None
"Alvarez, Enzo ",Argentina,132462,1989,Male,None
"Poppi, Mario ",Argentina,132659, ,Male,None
"Aguero Arce, Matias ",Argentina,132675,2001,Male,None
"Sica, Mauro ",Argentina,132705,2000,Male,Candidate Master
"Castro, Diego ",Argentina,132772,1981,Male,None
"Hernandez, Roberto Adrian ",Argentina,132799,1983,Male,None
"Torres, Federico ",Argentina,133019,1980,Male,None
"Martinez, Javier ",Argentina,133108,1957,Male,None
"Tachella, Pablo Ivan ",Argentina,133124,1995,Male,None
"Viegas Palermo, Jose ",Argentina,133132,1924,Male,None
"Gomez Camacho, Micaela ",Argentina,133248,1997,Female,Woman FIDE Master
"Acosta, Lautaro Gaston ",Argentina,133280,1999,Male,None
"Caruso, Tomas ",Argentina,133353,1999,Male,None
"Robledo, Cristian ",Argentina,133450,1999,Male,FIDE Master
"Tomas Falcon, Jesus ",Argentina,133477,1999,Male,None
"Lagar, Valentin Alejo ",Argentina,133558,1998,Male,None
"Postolski, Javier ",Argentina,134040,1961,Male,None
"Speranza, Mariano ",Argentina,134090, ,Male,None
"Guzman, Diego ",Argentina,134120, ,Male,None
"Guzman, Gaston ",Argentina,134139, ,Male,None
"Elias, Roberto ",Argentina,134457,1989,Male,None
"Sanchez, Gabriel ",Argentina,134465,1994,Male,None
"Garcia Lemos, Federico ",Argentina,134651,1972,Male,Candidate Master
"Santagada, Hector Ricardo ",Argentina,134740,1963,Male,None
"Cheb Terrab, Alejandro ",Argentina,134767,1967,Male,None
"Kiszkiewicz, Ivan ",Argentina,134775,1996,Male,None
"Zamani, Andres ",Argentina,134805,1974,Male,None
"Leto, Enzo ",Argentina,134872,2001,Male,Candidate Master
"Reburdo, Rodrigo Hernan ",Argentina,134880,2001,Male,None
"Villca, Julian ",Argentina,134902,2001,Male,International Master
"Reinoso, Andres ",Argentina,135038, ,Male,None
"Kapitanchuk, Tomas ",Argentina,135046,2002,Male,FIDE Master
"Bacic, Leandro ",Argentina,135224, ,Male,None
"Kopylov, Andres ",Argentina,135410,1994,Male,None
"Acosta, Martin Ezequiel ",Argentina,135518,1998,Male,None
"Cardozo, Augusto Ruben ",Argentina,135569, ,Male,None
"Curia, Santiago Jose ",Argentina,135585,2000,Male,None
"Horisch, Juan Pablo ",Argentina,135640, ,Male,None
"Lojo, Juan Antonio ",Argentina,135682,1960,Male,None
"Sosa, Luis Alberto ",Argentina,135801,1954,Male,None
"Lopez, Javier ",Argentina,135860,1986,Male,None
"Balladares, Luis Alberto ",Argentina,135933,1982,Male,None
"Gomez Camacho, Lilen ",Argentina,135976, ,Female,None
"Araya, Jorge ",Argentina,136000, ,Male,None
"Auernheimer, Juan ",Argentina,136018, ,Male,None
"Berinsky, Adrian ",Argentina,136026, ,Male,None
"Suito Nakasone, Catherine ",Argentina,136360,2001,Female,Woman Candidate Master
"D Ascanio, Adolfo ",Argentina,136425,1967,Male,None
"D Ascanio, Florencia ",Argentina,136433,1995,Female,None
"Guzman, Paola ",Argentina,136450,1993,Female,None
"Palmieri, Daniel ",Argentina,136565, ,Male,None
"Piazza, Cristian ",Argentina,136581,1999,Male,None
"Figar, Nicolas ",Argentina,136697,1995,Male,None
"Ennis Marcos, Alan ",Argentina,136778,1996,Male,None
"Barloa, Enzo ",Argentina,137022,2001,Male,None
"Cimer, Emanuel ",Argentina,137073,2001,Male,FIDE Master
"Ostoich, Mariano ",Argentina,137189,2000,Male,None
"Perez, Daniel ",Argentina,137332,1998,Male,FIDE Master
"Robledo, Eduardo ",Argentina,137340,1973,Male,None
"Etchevest, Marcelo ",Argentina,137464,1958,Male,None
"Fernandez Mazzetti, Ignacio ",Argentina,137472,2001,Male,FIDE Master
"Krumrick, Ezequiel Arturo ",Argentina,137529, ,Male,None
"Ferrara, Enzo ",Argentina,137731,1995,Male,None
"Nicosia, Mariano ",Argentina,137898, ,Male,None
"Balladares, Rodolfo Ernesto ",Argentina,137910,1941,Male,None
"Marconi, Nicolas ",Argentina,138037,2003,Male,None
"Garcia Ciuffani, Mirco ",Argentina,138118, ,Male,None
"Amedei, Hugo ",Argentina,138142,1986,Male,None
"Donadon, Ivan ",Argentina,138150, ,Male,None
"Montenegro, Juan Carlos ",Argentina,138266,1980,Male,None
"Guzman, Ezequiel ",Argentina,138398, ,Male,None
"Lima, Joaquin ",Argentina,138436, ,Male,None
"Diaz, Rolando Alberto ",Argentina,138525,1979,Male,None
"Dell Oca, Martin ",Argentina,138576, ,Male,None
"Chiappero, Raul ",Argentina,138657,1979,Male,None
"Palomares, Lujan ",Argentina,139076,2004,Female,None
"Lescano, Ramon ",Argentina,139246,1962,Male,None
"Sala, Esteban ",Argentina,139319, ,Male,None
"Varacalli, Francisco ",Argentina,139327,2001,Male,International Master
"Wolfsdorf, Alexis ",Argentina,139343,1997,Male,None
"Campos, Joaquin ",Argentina,139564, ,Male,None
"Gonzalez, Fabian ",Argentina,139661,1981,Male,None
"Oyarzu, Eduardo ",Argentina,139858, ,Male,None
"Zalazar, Diego ",Argentina,139947, ,Male,None
"Chiappero, Julio Alfredo ",Argentina,139998,2006,Male,None
"Ciapetta, Agustin ",Argentina,140007,2005,Male,None
"Fuentes, Agustin ",Argentina,140040,2007,Male,None
"Liguo, Victoria ",Argentina,140333,2004,Female,None
"Vizcarra, Mariano ",Argentina,140740, ,Male,None
"Altopiedi, Gustavo ",Argentina,141089, ,Male,None
"Ferreres, Fernando ",Argentina,141186, ,Male,None
"Frutos, Facundo ",Argentina,141208, ,Male,None
"Carrizo, Facundo ",Argentina,141410,1996,Male,None
"Belmonte, Adriel Leandro ",Argentina,141577,1999,Male,None
"Zapata Charles, Santiago ",Argentina,141607,1999,Male,FIDE Master
"Melano, Andres ",Argentina,141615,1986,Male,None
"Inchausti, Pablo Ezequiel ",Argentina,141720,1975,Male,None
"D Andrea, Walter ",Argentina,141798,1963,Male,None
"Lavergne, Guillermo ",Argentina,142328,1970,Male,None
"Igarzabal, Lucas ",Argentina,142360,1997,Male,None
"Torres, Mauro ",Argentina,142581,2000,Male,None
"Bank, Juana ",Argentina,142590,2000,Female,None
"Bank, Valeria ",Argentina,142603,2002,Female,None
"Bosco, Giuliana ",Argentina,142611,2004,Female,Woman Candidate Master
"Moisset, Gaston ",Argentina,142972, ,Male,None
"Fernandez, Javier Horacio ",Argentina,143332,1973,Male,None
"Herrmann, Roman ",Argentina,143499,1995,Male,Candidate Master
"Magallanes, Gustavo ",Argentina,143502,1981,Male,None
"Giacame, Juan Manuel ",Argentina,143634,1983,Male,None
"Katopodis, Santiago ",Argentina,143731, ,Male,None
"Yalet, Nestor ",Argentina,143847,1962,Male,None
"Gallardo, Luis Basilio ",Argentina,144045,1950,Male,None
"Soria Milet, Facundo ",Argentina,144223,1997,Male,None
"Suarez, Mauricio Josue ",Argentina,144258,2002,Male,Candidate Master
"Serra, Mateo ",Argentina,144398,2004,Male,None
"Zeman, Miroslav ",Argentina,144479, ,Male,None
"Soto, Adolfo Dario ",Argentina,144835,1979,Male,None
"Galvan, Christian ",Argentina,145211,1992,Male,None
"Gugliotta, Maria Julieta ",Argentina,145262,1986,Female,None
"Massaferro, Cristian ",Argentina,145343,1995,Male,None
"Poci, Pedro ",Argentina,145394,1981,Male,None
"Fuentes, Diego ",Argentina,145602,1975,Male,None
"Suppo, Ariel ",Argentina,145637, ,Male,None
"Fernandez, Leandro Daniel ",Argentina,145661,1985,Male,None
"Geslin, Ezequiel ",Argentina,145858,2001,Male,None
"Rueda Nessi, Juana ",Argentina,146137,2006,Female,Woman Candidate Master
"Faingerch, Sebastian ",Argentina,146382,2002,Male,None
"Heredia, Valentin ",Argentina,146641,2004,Male,None
"Ibarra, Juan Martin ",Argentina,146650,2004,Male,International Master
"Nesprias, Agustin ",Argentina,146676,2004,Male,None
"Rodriguez, Mathias ",Argentina,146757,2005,Male,None
"Campos, Maria Jose ",Argentina,146803,1999,Female,Woman Intl. Master
"Belmes, Martin ",Argentina,146838,2001,Male,None
"Giobellina, Francisco ",Argentina,146862,2001,Male,None
"Ono, David ",Argentina,146943,1998,Male,None
"Del Blanco, Eduardo ",Argentina,147052,1961,Male,None
"Ulloa, Gabriel ",Argentina,147150,1996,Male,None
"Coro, Lucas ",Argentina,147222,2001,Male,International Master
"Coro, Richard ",Argentina,147230,1971,Male,None
"Silva, Luca ",Argentina,147370,2002,Male,FIDE Master
"Vergara, Agustin ",Argentina,147443,1981,Male,None
"Campuzano, Franco ",Argentina,147486,1991,Male,None
"Maset, Antonio ",Argentina,147532,1977,Male,None
"Romaris, Juan Martin ",Argentina,147583,1990,Male,None
"Rodriguez, Luis Jose Lucio ",Argentina,147605,1958,Male,None
"Martinez, Francisco ",Argentina,147800,1999,Male,None
"Ojeda Labayru, Diana ",Argentina,148032,1997,Male,None
"De La Llana, Gustavo ",Argentina,148121,1961,Male,None
"Pucheta, Maximiliano ",Argentina,148717,1993,Male,None
"Vannoni, Juan Manuel ",Argentina,148741,1985,Male,None
"Ferrero, Luis ",Argentina,149470,1955,Male,None
"Lagares Rodriguez, Santiago Inak ",Argentina,149560,2003,Male,None
"Slucki, Alejo ",Argentina,149594,1981,Male,None
"Gianuzzi, Emanuel ",Argentina,149616,1997,Male,None
"Cidre, Valentino ",Argentina,149640,2004,Male,None
"Marey, Matias ",Argentina,149756,2004,Male,None
"Pereyra, Mariano Gaston ",Argentina,150347,1987,Male,None
"Di Feo, Diego ",Argentina,150363,1980,Male,None
"Aguilar Samper, Valentin ",Argentina,150703,2004,Male,None
"Amoroso, Juan Pablo ",Argentina,150720,2000,Male,None
"Artola Pola, Gerardo ",Argentina,150878,1970,Male,None
"Vitola, Leonardo ",Argentina,150916,1972,Male,None
"Mizzau, Pablo ",Argentina,151483,1998,Male,None
"Risso, Fernando ",Argentina,151505,1981,Male,None
"Aracri, Marcelo ",Argentina,151734,1964,Male,None
"Allasia, Jesus ",Argentina,152064,2000,Male,None
"Videla, Agustin ",Argentina,152188,1991,Male,None
"Franco, Hugo ",Argentina,152307,1966,Male,None
"Belmonte, Dulce ",Argentina,152374,2002,Female,None
"Quezada, Franco ",Argentina,152536,1999,Male,None
"Trombetta, Gaston ",Argentina,152552,1989,Male,None
"Nunez, Benjamin ",Argentina,152595,1974,Male,None
"Borda Rodas, Anapaola S. ",Argentina,152781,2004,Female,Woman Intl. Master
"Garcia, Ricardo ",Argentina,152862,2003,Male,None
"Hevia, Geronimo ",Argentina,153010,2006,Male,None
"Sanchez, Abril ",Argentina,153486,2007,Female,Woman Candidate Master
"Sanchez, Belen ",Argentina,153494,2007,Female,None
"Zaretzky, Julio ",Argentina,153753,1958,Male,None
"Lujan, Nelson ",Argentina,153869,1993,Male,None
"Lalli, Maximiliano ",Argentina,153915,1973,Male,None
"Saldarini, Alenka ",Argentina,153940,2004,Female,None
"Dani, Juan Jose ",Argentina,153958,1954,Male,None
"Ramirez, Melanie ",Argentina,154270,1999,Female,None
"Torres, Belen ",Argentina,154288,1987,Male,None
"Zaidman, Gaston ",Argentina,154466,1998,Male,None
"Sosa, Fernando ",Argentina,154814,1972,Male,None
"Ocampo, Gisel ",Argentina,154970,1992,Female,None
"Palomba, Damian ",Argentina,155446,1982,Male,None
"Grospietro, Patricio ",Argentina,155519,2004,Male,None
"Schemper, Alejandro ",Argentina,155730,1970,Male,None
"Narea, Cristian ",Argentina,155993,1967,Male,None
"Pedreira Henrich, Alan ",Argentina,156221,1987,Male,None
"Gomez, Roberto Alejandro ",Argentina,156809,1967,Male,None
"Castillo, Eduardo ",Argentina,157341,1987,Male,None
"Ruiz, Juan Ignacio ",Argentina,157503,2003,Male,None
"Gullace, Ezequiel ",Argentina,158488,1994,Male,None
"Scarsi, Anna Laura ",Argentina,159328,2006,Female,Woman FIDE Master
"Zilli, Lauriano ",Argentina,159352,1975,Male,None
"Choque, Gabriel Eduardo ",Argentina,159476,1982,Male,None
"Inostroza, Daniel ",Argentina,159581,1981,Male,None
"Saiquita, Horacio Gustavo ",Argentina,159824,1974,Male,None
"Sandoval, Julio Cesar ",Argentina,159867,1973,Male,None
"Villagra, Juan Carlos ",Argentina,159972,1968,Male,None
"Rojas, Agostina ",Argentina,160148,2008,Male,None
"Lopez, Gonzalo ",Argentina,160369,2001,Male,None
"Acuna, Armando ",Argentina,160407,1999,Male,None
"Sobel, Walter ",Argentina,160440,1963,Male,None
"Aranda, Juan Manuel ",Argentina,160458,1983,Male,Candidate Master
"Argueello Pitt, Camilo ",Argentina,160539,1999,Male,None
"Mayeregger, Guadalupe Milagros ",Argentina,160571,2003,Female,None
"Bontempi, Sofia Milagros ",Argentina,160903,2007,Female,None
"Francisco Guecamburu, Candela Be ",Argentina,160911,2006,Female,Woman Grandmaster
"Lieby, Camilo Julian ",Argentina,161012,2006,Male,None
"Naboulet, Pablo Leon ",Argentina,161020,2006,Male,None
"Rojas, Patricio Santiago ",Argentina,161039,2007,Male,None
"Velazco, Tomas Sebastian ",Argentina,161098,2006,Male,None
"Petti, Luca Giovanni ",Argentina,161241,2008,Male,None
"Nissim, Elias Roberto ",Argentina,161403,1960,Male,None
"Valinotti, Asuncion Juan ",Argentina,161420,1959,Male,None
"Gullo, Octavio ",Argentina,161624,2005,Male,None
"Ibanez , Nestor Edmundo ",Argentina,161829,1955,Male,None
"Nicolelli, Sebastian ",Argentina,161888,1981,Male,None
"Fernandes, Martin ",Argentina,161918,2002,Male,None
"Bellocchio, Franco ",Argentina,161969,2000,Male,None
"Schneider, Patricia ",Argentina,162370,1971,Female,None
"Iribarren, Francisco ",Argentina,162450,1966,Male,None
"Gonzalez, Roberto ",Argentina,162590,1986,Male,None
"Lamas, Nahum ",Argentina,163104,1997,Male,None
"Gonzalez, Ludmila ",Argentina,163198,2009,Male,None
"Barreira Vesco, Aquiles ",Argentina,163279,1985,Male,None
"Mangiantini, Ariel ",Argentina,163490,1964,Male,None
"Sola, Jose Antonio ",Argentina,163767,1950,Male,None
"Bertorello, Constanza ",Argentina,163848,2006,Female,None
"Pereyra, Gabriel Elias ",Argentina,164275,2004,Male,None
"Rivas Vaquero, Ramon ",Argentina,164330,1957,Male,None
"Magioncalda, Jorge ",Argentina,164372,1978,Male,None
"Casal, Ray Laura ",Argentina,164550,2009,Female,None
